city,state,median_age,male_population,female_population,total_population,state_code
Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,CO
Waterbury,Connecticut,36.2,52235.0,56572.0,108807,CT
Rockville,Maryland,38.1,31205.0,35793.0,66998,MD
Cape Coral,Florida,45.0,85626.0,89604.0,175230,FL
Killeen,Texas,29.2,69442.0,71367.0,140809,TX
Daly City,California,39.7,53817.0,52757.0,106574,CA
Manteca,California,35.3,37053.0,38397.0,75450,CA
Duluth,Minnesota,34.7,41271.0,44855.0,86126,MN
Bloomington,Indiana,23.5,40588.0,43227.0,83815,IN
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,AR
Oxnard,California,31.0,101906.0,105346.0,207252,CA
Huntington Beach,California,41.6,99967.0,101960.0,201927,CA
Bk,California,37.0,50405.0,54909.0,105314,CA
Evanston,Illinois,36.8,34146.0,41377.0,75523,IL
Atascocita,Texas,32.8,37424.0,40816.0,78240,TX
Surprise,Arizona,39.4,62875.0,65567.0,128442,AZ
Surprise,Arizona,39.4,62875.0,65567.0,128442,AZ
Miramar,Florida,36.6,66157.0,70958.0,137115,FL
Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,NC
Lorain,Ohio,35.6,30844.0,32807.0,63651,OH
Dothan,Alabama,38.9,32172.0,35364.0,67536,AL
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,GA
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,SD
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,MO
Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,MO
Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,MO
Warren,Michigan,43.2,64063.0,71293.0,135356,MI
Tacoma,Washington,37.7,100914.0,107036.0,207950,WA
Tacoma,Washington,37.7,100914.0,107036.0,207950,WA
Vista,California,29.3,50680.0,50204.0,100884,CA
Antioch,California,34.0,54733.0,55809.0,110542,CA
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,PA
Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,OK
Mountain View,California,33.5,42493.0,37945.0,80438,CA
Torrance,California,41.2,73209.0,75259.0,148468,CA
Yonkers,New York,38.0,96580.0,104538.0,201118,NY
Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,PA
West Valley City,Utah,30.7,68235.0,67989.0,136224,UT
Surprise,Arizona,39.4,62875.0,65567.0,128442,AZ
Hartford,Connecticut,31.0,58042.0,65972.0,124014,CT
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,WI
Dothan,Alabama,38.9,32172.0,35364.0,67536,AL
El Monte,California,37.3,57961.0,58784.0,116745,CA
Warren,Michigan,43.2,64063.0,71293.0,135356,MI
Tacoma,Washington,37.7,100914.0,107036.0,207950,WA
Fremont,California,38.3,114383.0,117808.0,232191,CA
Elgin,Illinois,35.7,54852.0,56224.0,111076,IL
Charleston,South Carolina,35.0,63956.0,71568.0,135524,SC
Greenville,North Carolina,26.2,39897.0,50691.0,90588,NC
Redding,California,38.8,42530.0,49049.0,91579,CA
Gastonia,North Carolina,36.9,35527.0,39023.0,74550,NC
Frisco,Texas,37.2,73989.0,80399.0,154388,TX
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,OK
McAllen,Texas,32.3,68332.0,71921.0,140253,TX
Carlsbad,California,42.1,55119.0,58347.0,113466,CA
Pasadena,California,37.6,67712.0,74534.0,142246,CA
Naperville,Illinois,38.5,71365.0,75794.0,147159,IL
Fresno,California,30.0,256130.0,263942.0,520072,CA
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,TN
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,TN
Goodyear,Arizona,38.6,36711.0,42292.0,79003,AZ
Toms River,New Jersey,43.7,43864.0,43886.0,87750,NJ
Wyoming,Michigan,32.8,35967.0,39310.0,75277,MI
Lawton,Oklahoma,31.1,51099.0,45560.0,96659,OK
Reading,Pennsylvania,29.4,43668.0,44205.0,87873,PA
San Diego,California,34.5,693826.0,701081.0,1394907,CA
Aurora,Illinois,31.7,101964.0,101751.0,203715,IL
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,MI
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,MN
Madison,Wisconsin,30.7,122596.0,126360.0,248956,WI
Madison,Wisconsin,30.7,122596.0,126360.0,248956,WI
Portland,Maine,40.3,31480.0,35392.0,66872,ME
College Station,Texas,22.9,54125.0,53774.0,107899,TX
Lewisville,Texas,31.6,52776.0,52032.0,104808,TX
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,NC
Jurupa Valley,California,33.8,49430.0,50884.0,100314,CA
Los Angeles,California,35.0,1958998.0,2012898.0,3971896,CA
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,FL
Mount Vernon,New York,38.5,31876.0,36745.0,68621,NY
Dallas,Texas,32.6,639019.0,661063.0,1300082,TX
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,AZ
East Orange,New Jersey,35.5,29995.0,34967.0,64962,NJ
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,ND
Austin,Texas,32.7,475718.0,456122.0,931840,TX
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,AZ
Indianapolis,Indiana,34.1,410615.0,437808.0,848423,IN
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,MA
Bakersfield,California,30.6,182154.0,191473.0,373627,CA
Renton,Washington,36.3,52779.0,47468.0,100247,WA
Odessa,Texas,31.2,61119.0,57861.0,118980,TX
Bloomington,Indiana,23.5,40588.0,43227.0,83815,IN
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,MD
Kennewick,Washington,32.0,38492.0,40411.0,78903,WA
Montgomery,Alabama,35.4,94582.0,106004.0,200586,AL
Round Rock,Texas,34.9,56646.0,59193.0,115839,TX
Alafaya,Florida,33.5,39504.0,45760.0,85264,FL
Washington,District of Columbia,33.8,319705.0,352523.0,672228,DC
Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,NM
Deltona,Florida,39.9,44853.0,43621.0,88474,FL
Miami Beach,Florida,42.5,48090.0,44221.0,92311,FL
North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,NV
Akron,Ohio,38.1,96886.0,100667.0,197553,OH
San Jose,California,36.5,518317.0,508602.0,1026919,CA
San Jose,California,36.5,518317.0,508602.0,1026919,CA
Longmont,Colorado,36.8,43941.0,48280.0,92221,CO
Fall River,Massachusetts,39.3,43314.0,45456.0,88770,MA
Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,MN
Muncie,Indiana,27.4,32446.0,37255.0,69701,IN
Carmichael,California,41.0,29281.0,33934.0,63215,CA
Victorville,California,30.6,60989.0,61247.0,122236,CA
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,MN
Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,TN
Escondido,California,33.3,76551.0,74907.0,151458,CA
Milpitas,California,36.8,40098.0,37519.0,77617,CA
Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,TN
Providence,Rhode Island,29.9,89090.0,90114.0,179204,RI
Fairfield,California,34.7,55550.0,57422.0,112972,CA
Tracy,California,35.5,43156.0,43937.0,87093,CA
Toledo,Ohio,36.1,135455.0,144323.0,279778,OH
Asheville,North Carolina,37.9,42100.0,46407.0,88507,NC
Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,WI
Westminster,Colorado,37.8,54866.0,58251.0,113117,CO
Beaverton,Oregon,35.6,47325.0,49252.0,96577,OR
Lakewood,Colorado,37.7,76013.0,76576.0,152589,CO
Savannah,Georgia,30.3,69389.0,76295.0,145684,GA
Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,NC
Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,NC
Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,CO
Yuba City,California,34.5,33654.0,33290.0,66944,CA
Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,KY
Yorba Linda,California,45.5,31960.0,36006.0,67966,CA
Billings,Montana,36.3,52705.0,57565.0,110270,MT
Denton,Texas,28.7,62478.0,68569.0,131047,TX
Silver Spring,Maryland,33.8,40601.0,41862.0,82463,MD
Spring Valley,Nevada,37.0,96808.0,97147.0,193955,NV
Tustin,California,33.4,39511.0,41052.0,80563,CA
Kent,Washington,33.4,61825.0,65137.0,126962,WA
Long Beach,California,34.6,238159.0,236013.0,474172,CA
Jacksonville,Florida,35.7,419203.0,448828.0,868031,FL
Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,AL
Elk Grove,California,36.1,80057.0,86833.0,166890,CA
San Jose,California,36.5,518317.0,508602.0,1026919,CA
Paradise,Nevada,37.2,122784.0,114162.0,236946,NV
High Point,North Carolina,35.5,51751.0,58077.0,109828,NC
Victorville,California,30.6,60989.0,61247.0,122236,CA
Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,GA
Wichita,Kansas,34.6,192354.0,197601.0,389955,KS
New Braunfels,Texas,37.0,33071.0,36852.0,69923,TX
Pearland,Texas,33.9,52336.0,59329.0,111665,TX
Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,WI
Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,VA
Roseville,California,38.4,62591.0,67691.0,130282,CA
Union City,California,38.5,38599.0,35911.0,74510,CA
Fairfield,California,34.7,55550.0,57422.0,112972,CA
Lakeland,Florida,38.1,47840.0,56570.0,104410,FL
Boulder,Colorado,29.0,56342.0,51000.0,107342,CO
Sparks,Nevada,36.1,47780.0,48318.0,96098,NV
Champaign,Illinois,28.7,43326.0,42760.0,86086,IL
Asheville,North Carolina,37.9,42100.0,46407.0,88507,NC
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,FL
Bayonne,New Jersey,39.7,32705.0,33598.0,66303,NJ
Shawnee,Kansas,40.1,32313.0,32745.0,65058,KS
Homestead,Florida,31.4,31401.0,35099.0,66500,FL
New Haven,Connecticut,29.9,63765.0,66545.0,130310,CT
Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,NC
Iowa City,Iowa,25.5,37089.0,37138.0,74227,IA
Iowa City,Iowa,25.5,37089.0,37138.0,74227,IA
Iowa City,Iowa,25.5,37089.0,37138.0,74227,IA
Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,KY
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,SC
Arden-Arcade,California,41.5,47596.0,48680.0,96276,CA
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,AZ
Largo,Florida,45.1,38166.0,42841.0,81007,FL
Concord,California,39.6,62310.0,66358.0,128668,CA
Carrollton,Texas,36.9,66928.0,66218.0,133146,TX
Chandler,Arizona,35.6,128885.0,131948.0,260833,AZ
Irvine,California,34.6,125411.0,131516.0,256927,CA
Medford,Oregon,38.6,39606.0,40189.0,79795,OR
Carolina,Puerto Rico,42.0,64758.0,77308.0,142066,PR
Coral Springs,Florida,37.2,63316.0,66186.0,129502,FL
Coral Springs,Florida,37.2,63316.0,66186.0,129502,FL
Bossier City,Louisiana,32.7,33428.0,34669.0,68097,LA
Bossier City,Louisiana,32.7,33428.0,34669.0,68097,LA
Woodbury,Minnesota,37.7,31982.0,35868.0,67850,MN
Boston,Massachusetts,31.8,322149.0,347320.0,669469,MA
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,CO
Atascocita,Texas,32.8,37424.0,40816.0,78240,TX
Pittsburg,California,34.5,33309.0,36118.0,69427,CA
Pittsburg,California,34.5,33309.0,36118.0,69427,CA
San Ramon,California,39.1,39221.0,36911.0,76132,CA
Arlington Heights,Illinois,45.9,37627.0,39369.0,76996,IL
Reno,Nevada,35.7,122292.0,119151.0,241443,NV
Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,AR
El Monte,California,37.3,57961.0,58784.0,116745,CA
Topeka,Kansas,37.1,60879.0,66378.0,127257,KS
Newport News,Virginia,32.8,88385.0,94000.0,182385,VA
Melbourne,Florida,43.4,39180.0,40956.0,80136,FL
Poinciana,Florida,34.2,38142.0,35801.0,73943,FL
Weston,Florida,38.6,32956.0,36991.0,69947,FL
Miami Gardens,Florida,34.9,50719.0,62480.0,113199,FL
Trenton,New Jersey,33.3,42581.0,41650.0,84231,NJ
North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,AR
Compton,California,30.1,49264.0,49184.0,98448,CA
Jurupa Valley,California,33.8,49430.0,50884.0,100314,CA
Atlanta,Georgia,33.8,223960.0,239915.0,463875,GA
Flower Mound,Texas,40.2,35200.0,35824.0,71024,TX
Spokane,Washington,36.6,102756.0,110511.0,213267,WA
Phoenix,Arizona,33.8,786833.0,776168.0,1563001,AZ
Cedar Park,Texas,34.4,31248.0,33589.0,64837,TX
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,NC
Merced,California,29.7,40048.0,42392.0,82440,CA
Dearborn,Michigan,33.5,46482.0,48698.0,95180,MI
Lexington-Fayette  county,Kentucky,34.4,154032.0,160456.0,314488,KY
Shreveport,Louisiana,35.2,93138.0,103856.0,196994,LA
Greenville,North Carolina,26.2,39897.0,50691.0,90588,NC
Arvada,Colorado,41.0,54870.0,60165.0,115035,CO
Kendall,Florida,40.2,36658.0,39808.0,76466,FL
Palatine,Illinois,38.0,36506.0,32763.0,69269,IL
Palatine,Illinois,38.0,36506.0,32763.0,69269,IL
Columbus,Ohio,32.5,413981.0,435086.0,849067,OH
San Leandro,California,41.8,43032.0,47679.0,90711,CA
Stamford,Connecticut,35.4,64941.0,63936.0,128877,CT
Fresno,California,30.0,256130.0,263942.0,520072,CA
San Angelo,Texas,32.8,49669.0,50744.0,100413,TX
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,FL
Redlands,California,36.2,33993.0,37035.0,71028,CA
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,NM
Toms River,New Jersey,43.7,43864.0,43886.0,87750,NJ
Passaic,New Jersey,30.4,36505.0,34577.0,71082,NJ
Provo,Utah,23.6,56231.0,59027.0,115258,UT
Syracuse,New York,30.3,69462.0,74690.0,144152,NY
Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,LA
North Richland Hills,Texas,39.9,35257.0,33948.0,69205,TX
Jackson,Mississippi,31.7,79039.0,91772.0,170811,MS
Denver,Colorado,34.1,341137.0,341408.0,682545,CO
Boise,Idaho,34.9,110099.0,108181.0,218280,ID
Thousand Oaks,California,44.8,65113.0,64216.0,129329,CA
Passaic,New Jersey,30.4,36505.0,34577.0,71082,NJ
Passaic,New Jersey,30.4,36505.0,34577.0,71082,NJ
Bloomington,Illinois,35.1,37972.0,40323.0,78295,IL
Carmel,Indiana,39.9,42928.0,46101.0,89029,IN
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,MI
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,MN
Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,NM
Yakima,Washington,34.0,45147.0,48553.0,93700,WA
Palmdale,California,32.6,76361.0,81989.0,158350,CA
Baltimore,Maryland,34.7,294027.0,327822.0,621849,MD
Baltimore,Maryland,34.7,294027.0,327822.0,621849,MD
Indio,California,35.9,43803.0,43723.0,87526,CA
Florence-Graham,California,30.2,34186.0,32173.0,66359,CA
Florence-Graham,California,30.2,34186.0,32173.0,66359,CA
Centreville,Virginia,36.0,34749.0,37033.0,71782,VA
Santa Clarita,California,38.1,90192.0,92175.0,182367,CA
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,FL
Yorba Linda,California,45.5,31960.0,36006.0,67966,CA
Buena Park,California,35.7,41593.0,41671.0,83264,CA
San Clemente,California,45.2,34076.0,31456.0,65532,CA
Round Rock,Texas,34.9,56646.0,59193.0,115839,TX
Round Rock,Texas,34.9,56646.0,59193.0,115839,TX
Lawrence,Kansas,27.4,45592.0,48324.0,93916,KS
Denton,Texas,28.7,62478.0,68569.0,131047,TX
Downey,California,37.3,53006.0,61205.0,114211,CA
Downey,California,37.3,53006.0,61205.0,114211,CA
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,LA
Chino Hills,California,41.9,39639.0,38674.0,78313,CA
Long Beach,California,34.6,238159.0,236013.0,474172,CA
Springfield,Massachusetts,31.8,74744.0,79592.0,154336,MA
Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,AR
San Bernardino,California,28.5,108671.0,107466.0,216137,CA
San Bernardino,California,28.5,108671.0,107466.0,216137,CA
Newport Beach,California,46.8,43161.0,43970.0,87131,CA
Fall River,Massachusetts,39.3,43314.0,45456.0,88770,MA
Springfield,Illinois,38.8,55639.0,62170.0,117809,IL
Springfield,Illinois,38.8,55639.0,62170.0,117809,IL
Schenectady,New York,36.7,32398.0,32901.0,65299,NY
Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,MN
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,PA
Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,TN
Pearland,Texas,33.9,52336.0,59329.0,111665,TX
South Gate,California,32.5,47758.0,48641.0,96399,CA
South Gate,California,32.5,47758.0,48641.0,96399,CA
Racine,Wisconsin,33.7,39314.0,38423.0,77737,WI
Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,VA
Brownsville,Texas,30.6,87689.0,96199.0,183888,TX
Tracy,California,35.5,43156.0,43937.0,87093,CA
Asheville,North Carolina,37.9,42100.0,46407.0,88507,NC
Asheville,North Carolina,37.9,42100.0,46407.0,88507,NC
Costa Mesa,California,34.8,59097.0,54089.0,113186,CA
Inglewood,California,34.9,52995.0,58661.0,111656,CA
Bayonne,New Jersey,39.7,32705.0,33598.0,66303,NJ
New Haven,Connecticut,29.9,63765.0,66545.0,130310,CT
Salt Lake City,Utah,32.1,98364.0,94296.0,192660,UT
Trenton,New Jersey,33.3,42581.0,41650.0,84231,NJ
Tyler,Texas,33.9,50422.0,53283.0,103705,TX
Napa,California,37.2,39828.0,40601.0,80429,CA
Centennial,Colorado,42.4,53222.0,56504.0,109726,CO
Sunrise,Florida,37.7,41471.0,51235.0,92706,FL
Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,MA
Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,MA
Tucson,Arizona,33.6,264893.0,266781.0,531674,AZ
Westminster,California,42.9,45538.0,46573.0,92111,CA
Columbia,Maryland,37.9,52202.0,51265.0,103467,MD
Columbia,Maryland,37.9,52202.0,51265.0,103467,MD
Fullerton,California,34.5,69549.0,71300.0,140849,CA
Lake Forest,California,40.3,41515.0,40982.0,82497,CA
Stockton,California,32.5,150976.0,154674.0,305650,CA
Carrollton,Texas,36.9,66928.0,66218.0,133146,TX
Cedar Park,Texas,34.4,31248.0,33589.0,64837,TX
San Antonio,Texas,33.1,721405.0,748419.0,1469824,TX
Orem,Utah,26.1,48695.0,45762.0,94457,UT
Chandler,Arizona,35.6,128885.0,131948.0,260833,AZ
Norman,Oklahoma,30.9,59483.0,60814.0,120297,OK
Norman,Oklahoma,30.9,59483.0,60814.0,120297,OK
Youngs,Ohio,37.5,30758.0,33851.0,64609,OH
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,AR
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,PA
Mountain View,California,33.5,42493.0,37945.0,80438,CA
Hayward,California,34.3,78152.0,80148.0,158300,CA
Bk,California,37.0,50405.0,54909.0,105314,CA
Evanston,Illinois,36.8,34146.0,41377.0,75523,IL
Yonkers,New York,38.0,96580.0,104538.0,201118,NY
Lakewood,California,39.9,41523.0,40069.0,81592,CA
Miramar,Florida,36.6,66157.0,70958.0,137115,FL
Lorain,Ohio,35.6,30844.0,32807.0,63651,OH
Sandy,Utah,34.6,46923.0,46689.0,93612,UT
Moreno Valley,California,30.7,98584.0,105597.0,204181,CA
Nampa,Idaho,31.4,45651.0,44199.0,89850,ID
Delray Beach,Florida,47.9,32219.0,34042.0,66261,FL
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,SD
Newport News,Virginia,32.8,88385.0,94000.0,182385,VA
Greeley,Colorado,31.0,50792.0,50091.0,100883,CO
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,MI
Denton,Texas,28.7,62478.0,68569.0,131047,TX
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,LA
Alafaya,Florida,33.5,39504.0,45760.0,85264,FL
Gresham,Oregon,36.7,53866.0,56716.0,110582,OR
Gresham,Oregon,36.7,53866.0,56716.0,110582,OR
Federal Way,Washington,36.4,49151.0,46037.0,95188,WA
Jacksonville,Florida,35.7,419203.0,448828.0,868031,FL
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,HI
Gainesville,Florida,26.0,60803.0,69330.0,130133,FL
Richmond,California,35.3,52615.0,57100.0,109715,CA
Deltona,Florida,39.9,44853.0,43621.0,88474,FL
Waterloo,Iowa,37.2,34488.0,33969.0,68457,IA
Jersey City,New Jersey,34.3,131765.0,132512.0,264277,NJ
Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,AR
Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,AL
San Bernardino,California,28.5,108671.0,107466.0,216137,CA
West Covina,California,39.8,51629.0,56860.0,108489,CA
Lincoln,Nebraska,32.3,138544.0,138802.0,277346,NE
Mission Viejo,California,44.9,48849.0,48314.0,97163,CA
Folsom,California,40.9,41051.0,35317.0,76368,CA
Folsom,California,40.9,41051.0,35317.0,76368,CA
Dale City,Virginia,33.4,35984.0,35415.0,71399,VA
Rockford,Illinois,36.3,71076.0,78270.0,149346,IL
Tampa,Florida,35.3,175517.0,193511.0,369028,FL
Racine,Wisconsin,33.7,39314.0,38423.0,77737,WI
Frederick,Maryland,36.1,33146.0,36336.0,69482,MD
Champaign,Illinois,28.7,43326.0,42760.0,86086,IL
Marysville,Washington,33.2,33436.0,33337.0,66773,WA
Bayonne,New Jersey,39.7,32705.0,33598.0,66303,NJ
Homestead,Florida,31.4,31401.0,35099.0,66500,FL
Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,NM
Palo Alto,California,40.2,31451.0,35397.0,66848,CA
Pueblo,Colorado,37.6,55635.0,53784.0,109419,CO
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,NC
Kansas City,Missouri,35.9,228430.0,246931.0,475361,MO
Plano,Texas,38.1,138565.0,145054.0,283619,TX
Plano,Texas,38.1,138565.0,145054.0,283619,TX
Tyler,Texas,33.9,50422.0,53283.0,103705,TX
Tyler,Texas,33.9,50422.0,53283.0,103705,TX
Hesperia,California,29.4,43588.0,49698.0,93286,CA
Temecula,California,34.2,54407.0,57619.0,112026,CA
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,FL
Jackson,Tennessee,35.3,30007.0,36973.0,66980,TN
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,AZ
Tucson,Arizona,33.6,264893.0,266781.0,531674,AZ
Westminster,California,42.9,45538.0,46573.0,92111,CA
Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,FL
Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,FL
Largo,Florida,45.1,38166.0,42841.0,81007,FL
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,CT
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,RI
Indianapolis,Indiana,34.1,410615.0,437808.0,848423,IN
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,AZ
Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,FL
Waukegan,Illinois,32.3,45514.0,42833.0,88347,IL
Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,FL
Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,MN
Fargo,North Dakota,30.7,60560.0,58690.0,119250,ND
Atascocita,Texas,32.8,37424.0,40816.0,78240,TX
Mesquite,Texas,34.6,69240.0,75884.0,145124,TX
Midland,Texas,32.1,66595.0,66355.0,132950,TX
Alexandria,Virginia,36.6,74989.0,78522.0,153511,VA
Alexandria,Virginia,36.6,74989.0,78522.0,153511,VA
Alexandria,Virginia,36.6,74989.0,78522.0,153511,VA
Topeka,Kansas,37.1,60879.0,66378.0,127257,KS
Cary,North Carolina,39.9,78932.0,81582.0,160514,NC
Omaha,Nebraska,34.2,218789.0,225098.0,443887,NE
Palm Bay,Florida,40.7,51767.0,56128.0,107895,FL
Manchester,New Hampshire,37.3,54845.0,55378.0,110223,NH
Olathe,Kansas,33.0,65046.0,69270.0,134316,KS
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,SD
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,VA
Vacaville,California,35.8,50091.0,46703.0,96794,CA
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,IL
Charleston,South Carolina,35.0,63956.0,71568.0,135524,SC
Charleston,South Carolina,35.0,63956.0,71568.0,135524,SC
Redondo Beach,California,43.0,34855.0,33330.0,68185,CA
Hollywood,Florida,41.4,75358.0,74363.0,149721,FL
Gastonia,North Carolina,36.9,35527.0,39023.0,74550,NC
Knoxville,Tennessee,33.1,89978.0,95334.0,185312,TN
Westland,Michigan,39.9,37742.0,44253.0,81995,MI
Orlando,Florida,33.1,130940.0,139977.0,270917,FL
Jackson,Mississippi,31.7,79039.0,91772.0,170811,MS
Columbia,Missouri,26.8,56544.0,62554.0,119098,MO
Yuma,Arizona,33.4,48298.0,45847.0,94145,AZ
Roanoke,Virginia,36.9,47252.0,52645.0,99897,VA
Redlands,California,36.2,33993.0,37035.0,71028,CA
Brentwood,New York,34.2,31395.0,32397.0,63792,NY
Wyoming,Michigan,32.8,35967.0,39310.0,75277,MI
Lawton,Oklahoma,31.1,51099.0,45560.0,96659,OK
Reading,Pennsylvania,29.4,43668.0,44205.0,87873,PA
Reading,Pennsylvania,29.4,43668.0,44205.0,87873,PA
Victoria,Texas,35.8,32290.0,35291.0,67581,TX
Provo,Utah,23.6,56231.0,59027.0,115258,UT
Rialto,California,31.6,49902.0,53235.0,103137,CA
Rialto,California,31.6,49902.0,53235.0,103137,CA
Pomona,California,32.1,74945.0,78307.0,153252,CA
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,GA
Pleasanton,California,41.3,36662.0,42857.0,79519,CA
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,CT
Cedar Park,Texas,34.4,31248.0,33589.0,64837,TX
East Los Angeles,California,32.6,60460.0,59206.0,119666,CA
Montgomery,Alabama,35.4,94582.0,106004.0,200586,AL
Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,FL
Brandon,Florida,36.1,55679.0,58289.0,113968,FL
New Britain,Connecticut,33.4,37350.0,35459.0,72809,CT
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,CO
Simi Valley,California,39.0,63243.0,63523.0,126766,CA
Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,NC
Sandy,Utah,34.6,46923.0,46689.0,93612,UT
Sandy,Utah,34.6,46923.0,46689.0,93612,UT
El Monte,California,37.3,57961.0,58784.0,116745,CA
Roswell,Georgia,38.8,48637.0,45859.0,94496,GA
Topeka,Kansas,37.1,60879.0,66378.0,127257,KS
Nampa,Idaho,31.4,45651.0,44199.0,89850,ID
Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,MO
Warren,Michigan,43.2,64063.0,71293.0,135356,MI
Troy,Michigan,43.3,42371.0,40905.0,83276,MI
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,VA
Davenport,Iowa,35.2,50123.0,52454.0,102577,IA
Davenport,Iowa,35.2,50123.0,52454.0,102577,IA
Arden-Arcade,California,41.5,47596.0,48680.0,96276,CA
Largo,Florida,45.1,38166.0,42841.0,81007,FL
Austin,Texas,32.7,475718.0,456122.0,931840,TX
Concord,California,39.6,62310.0,66358.0,128668,CA
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,TX
Fremont,California,38.3,114383.0,117808.0,232191,CA
Thornton,Colorado,33.1,65482.0,67977.0,133459,CO
